record_id,election_id,riding_id,candidate_id,total_votes,elected
44a85b86-b615-4098-8e29-7a0cdb56f76c,42,35006,53,29281,true
331cf5c6-1144-47e9-9ef6-9ce48c369b5c,42,35006,54,19781,false
aea8f309-5eba-4f8e-b138-58a18500690e,42,35006,55,1278,false
a3388fe9-fdfd-40e9-89a7-40247e52ab7a,42,35006,56,372,false
4d29ec3a-3a97-4ff5-b289-fb99775545aa,43,35006,57,9851,false
70e7a39d-cc5a-4ed1-9cd7-7892d0167169,43,35006,58,1207,false
7c94b22e-9cba-4f05-8c9b-53042ec88868,43,35006,59,3740,false
0ccb1256-03f2-43a3-a551-e2c77fa95249,43,35006,60,22650,false
3869cea2-d520-4d6d-887b-9c91955077dd,43,35006,53,24099,true
e8e99e21-50db-44ee-bc93-c3adb0dbc2fe,42,24039,2257,604,false
1b9f55c5-0874-481b-ab29-bec26d23e454,42,35108,1075,1315,false
9fb73a10-827f-4f51-a2e0-c6c01cb30041,42,35108,1076,6167,false
00ae50e4-bb95-4c5a-a8ed-63445765b92c,42,35108,1068,76,false
13951540-eb08-418d-aed7-64d3c0b9c5d5,42,35108,1077,13467,false
ffaa5217-ecf4-4a73-bb75-2407cca3ca31,42,35108,1071,29297,true
12faba92-46f0-40c1-836e-071925ecb8b9,42,35108,1078,147,false
c4e8839b-b4ea-40f4-87f5-ba3bc7b3d8a9,43,35108,1065,147,false
49d10086-7218-44d1-a27b-76428c4dd48b,43,35108,1066,12142,false
58a6d6cd-7ea2-46ff-b694-bced035ed33a,43,35108,1067,125,false
d43a75e9-a21e-49d6-b202-a48baa733996,43,35108,1068,54,false
f2b45dd9-9c50-4a89-8058-b34c80e71e3d,42,35007,61,9124,false
915c6a92-0383-46ae-80b7-09adec68239f,42,35007,62,105,false
d6f10948-3a7e-4bf0-8396-b3c6db2a3103,42,35007,63,27458,true
ca8523fe-b68e-471c-b885-886fbdfb87da,42,35007,64,17113,false
71f7f875-2bdf-4ab2-9214-429a7d4b85be,42,35007,65,1433,false
4bc5b279-7c87-465f-94c3-c2ecadb70d62,42,35007,66,254,false
0d07603f-ccb3-4085-90ca-eb23feed10df,42,35007,67,43,false
95068e26-5593-43ca-ac53-e237c33435bc,43,35007,63,32647,true
c89e856a-ef62-4095-808b-6a54c8c5e195,43,35007,68,3378,false
59a7aafb-854a-4b6c-a826-2ee670b013a2,43,35007,69,831,false
fedb6916-9a63-4047-a41b-a74281b4a7cd,43,35007,70,12196,false
cebb1ff1-416f-48ba-b899-23940207b1ac,43,35007,71,8026,false
fe9542f8-2db3-42ae-84b9-a1247e728bcf,42,35008,72,844,false
8ee7760a-2b80-4617-95c7-af2afe2b5766,42,35008,73,173,false
643a6c8a-0ae9-468d-a052-51b7b87bdeee,42,35008,74,13345,false
1f5b844a-99b4-40e9-a9fe-177d0152ee9a,42,35008,75,5993,false
6a9dc2b0-52a3-4e0c-a077-41148282342a,42,35008,76,19277,true
f6a7d69e-8711-4264-807e-4eb72508750b,43,35008,77,681,false
03ecdaf6-0c2f-45b6-8835-92cb60cd8464,43,35008,78,7819,false
95832f03-7584-40a3-ab6a-3a9141fbc8b4,43,35008,79,106,false
852cb107-50af-46ff-a474-024d7bb46289,43,35008,80,10696,false
6442f204-dc33-426d-bd5f-4c3cbfc8a2f4,43,35008,76,18771,true
6e1cfe85-15b4-4d13-9d17-edf3201b4876,43,35008,81,1685,false
9a3e8802-2a2e-429c-a522-7bbe09da331e,42,35009,82,10642,false
7451e330-8e78-4830-9150-949bee351b3a,42,35009,83,23652,true
b40cc4cb-c38e-4855-ac07-51126d78fa06,42,35009,84,512,false
d5951924-8228-4d1f-94bd-92418328371d,42,35009,85,10400,false
37a26c85-ed49-40e7-ad6f-e378d831813f,43,35009,86,666,false
4dab2850-a57a-457f-a97b-6bd4afcf6108,43,35009,87,89,false
d4a1ca9e-f60f-441f-bf1f-fd92679ced21,43,35009,88,211,false
c9cb2ecc-b062-4a8f-a4cb-7441523f72ae,43,35009,89,24050,false
02df5a64-8ad1-4d78-92c8-fa2ec5f81889,43,35009,90,12125,false
f6f4e755-31e5-46c6-a5e5-40cd02c5c66d,43,35009,91,13368,true
291c082b-1d41-40d4-954d-ada2b656d430,43,35009,92,244,false
8a0f8ef2-38e9-4f01-b327-48e8d4c97f55,42,35010,93,15888,false
20f23513-1621-4ab4-ada4-56e1d93e7d11,42,35010,94,120,false
10309bba-d8e4-4c17-bef4-df7fd0a736e4,42,35010,95,23297,true
ba4968fd-c85c-4ef8-ab8e-5e46cfcaae61,42,35010,96,7946,false
bab82c43-b7aa-4e93-bead-56312194e4db,42,35010,97,915,false
700695ae-7069-4c53-b68a-3b6bd67a8cfd,43,35010,98,1516,false
47995695-35f8-4405-9c73-c569c5eb8c7e,43,35010,99,8533,false
b186f453-90f5-4afe-b799-939ee1229450,43,35010,100,510,false
bf735995-1830-458e-83f4-c2a36bf6c8bf,43,35010,101,13973,false
6e6e14cb-59e8-428b-a2fc-2020495261cc,43,35010,95,25970,true
41fd9aee-b292-429b-8a14-f7456e5185a7,42,35011,102,1011,false
d9c4e7c1-d543-408a-95e7-18e72aa92c7c,42,35011,103,4843,false
21dd0984-5931-4b4f-a11b-770d3fce5288,42,35011,104,15929,false
b2c34bf5-baa7-4f0c-a1e2-eba3b1701203,42,35011,105,23681,true
fab3c2e6-836a-44e7-9156-3346fc89923d,43,35011,106,13828,false
e5daa4a6-1d99-4352-be68-1b3b3a50ef0c,43,35011,107,1926,false
503b5ca0-8bd1-4a5c-9353-1caa88daab35,43,35011,108,354,false
7304345d-58e4-4ddb-a991-82b2f5cbea3f,43,35011,109,157,false
04859dc7-c070-495f-83f0-c147c0ca189a,43,35011,110,7985,false
a07b9fda-cc16-4e60-aa50-625a9a83da0a,43,35011,111,285,false
b78a8ed3-6467-4024-84d1-8a8a71fd43f0,43,35011,105,24085,true
017c12fe-2095-4ed1-91c2-3ef9b30e93ba,43,35011,112,68,false
ddcf207a-ea3f-41c5-900e-d64bad7e99fd,42,35012,113,674,false
a94988ee-2762-4929-9119-4725743b852b,42,35012,114,24256,true
994b7c1c-d45e-4c4e-b796-7092f16cb55b,42,35012,115,5400,false
84a42ac9-4cba-41ff-9bc2-d3fa3978dafd,42,35012,116,13068,false
45a38d36-d16b-4134-922f-1188b7b73dee,43,35012,117,1271,false
44d04fec-c131-427d-87a9-fa9ee2136725,43,35012,118,97,false
a1f412f2-1530-40ef-81a3-9229d1028b3f,43,35012,119,9855,false
1d2320db-b338-4d94-bb30-670a90e50ae4,43,35012,114,28743,true
ff5b21c3-f858-4a0a-8128-283145f221c0,43,35012,120,69,false
d4bdfd8c-eebb-470d-b4b1-a5847cfa9775,43,35012,121,505,false
64b1f152-2710-44a5-8f60-20705ced3ec9,43,35012,122,319,false
3d7c2820-2889-4f04-a34f-ee4c8bd0760b,43,35012,123,12824,false
71aa4f90-0d7f-40be-8555-8d11810282b2,42,35013,124,1582,false
692db734-d3b2-421a-ae75-3e5e87e1c17f,42,35013,125,515,false
7fde0555-1642-4d44-abc6-209941f1d469,42,35013,126,15715,false
0219a357-e36b-4710-a61d-369eff6a2ce9,42,35013,127,25874,true
d8abe09c-26ab-4aa4-afb8-bc175465f506,42,35013,128,19422,false
30664093-710e-42da-abd3-73b99dffc9d0,42,35013,129,164,false
48510813-fd36-4296-a727-b3ee5b593d1e,43,35013,130,115,false
9f8eb0f8-eff3-48ab-81d5-5524e602f260,43,35013,131,394,false
77bed1e4-048c-4ac2-a806-5c50f7e3182d,43,35013,132,4257,false
b86ce69e-e28a-485d-a50c-6f855717af7a,43,35013,127,26849,true
33a9dbd8-7ada-468f-a579-ad9ec6c1d945,43,35013,133,13131,false
72be72a3-2b4f-4c25-84cd-e66a16eb9fe1,43,35013,128,20454,false
3967923c-c7e7-4c52-a6c8-c688f9b5eb6c,43,35013,134,146,false
d50b8a26-b90c-436e-9bed-a9d76c5f8d6e,43,35013,135,1320,false
fe7eecc0-9b49-4e20-9946-47da8076e3dd,42,35014,136,1887,false
e5ad4604-06ea-4c59-9522-a3507c20da5f,42,35014,137,21879,false
58e22567-3264-4994-8469-c355c8182ea9,42,35014,138,6270,false
4e6addd2-a2f7-42c1-b909-871173aa794e,42,35014,139,26297,true
e6436618-3163-4abe-ac9f-7afdf310f1dd,43,35014,140,321,false
8096feff-8d18-4bdd-bc1b-19b180040f70,43,35014,141,26830,true
dae397cb-bc81-4ebc-92d7-35f965d63a38,43,35014,142,6797,false
d75bb9a1-5eb1-460d-9fe6-7804bb1f9bbf,43,35014,143,17485,false
85790577-8236-4429-8651-54a2d9a5df91,43,35014,144,1614,false
22c3359d-4ed7-40d1-ac76-d2e7745d9554,43,35014,145,5114,false
26c6e082-53af-482c-bd05-bd8093dd5de2,42,35015,146,1710,false
96d9f111-a024-4a76-b8b2-07c612e8451f,42,35015,147,32229,true
b96f85b5-1fa3-430f-a83c-451df2c42343,42,35015,148,6381,false
bebb5986-fb70-435b-b71a-896237d84632,42,35015,149,29780,false
ab70615c-6bbf-4e70-a91d-b38f51ec8b96,43,35015,150,7372,false
510eb481-9852-4ce1-9fce-5fe3b48db31e,43,35015,147,34989,true
fa8acdfc-cc50-46a6-b742-0e8eec971b6a,43,35015,151,23930,false
9d609919-927c-4a1d-81ba-cecd9e63826d,43,35015,152,944,false
a333a68d-d6b9-4f9f-a082-e9ef72105cbb,43,35015,153,4750,false
97d4729a-2ec1-4989-9d02-61a4659573d6,42,35016,154,1723,false
d20b4818-7b10-49b9-a743-d234874ea6c0,42,35016,155,108,false
7dc533fd-907b-4d92-8137-92148e9b929d,42,35016,156,20613,false
285d42d9-7374-4115-9026-c7b4e239f1a3,42,35016,157,23024,true
30bf9b24-b6ca-436d-877b-623870ed25fd,42,35016,158,474,false
2d9afc9f-8ef9-49eb-8b25-c0afa94cde0f,42,35016,159,7397,false
acff4b66-737f-4157-b2f1-aa1a483b0fb3,43,35016,160,17409,false
f80e723e-7d32-4040-8b76-5220f01a4031,43,35016,154,4343,false
1bd4c8d6-3522-46de-88cd-d4a7432cf93a,43,35016,155,76,false
506ed79b-6a0a-4b16-82f9-59dad276cfe5,43,35016,161,11177,false
706741d1-d744-4af5-a281-2e5293877908,43,35016,162,1872,false
0ef4c928-1f7d-4f03-b8bb-01c786b97285,43,35016,157,22903,true
9fa23ade-eef1-4211-8d4a-21cef6a00b40,43,35016,163,162,false
f0541b68-5e7a-492e-8ef2-46b3cf954e5c,42,35088,164,1932,false
c43a77bc-e746-4431-80c8-6d13368e8264,42,35088,165,3632,false
f87c3bfb-56f0-43e2-9730-dc779e26449d,42,35088,166,27762,true
c0a223d6-e726-43c3-a94f-74f8122ceca3,42,35088,167,25913,false
e0ab339c-4877-4a2b-81ab-1cca83f79661,43,35088,168,6479,false
3638820a-6a8a-4881-9659-5b90ad7020be,43,35088,169,3423,false
1e99a00d-d25a-44a9-8800-6948fc05b6e8,43,35088,170,792,false
3f4d2353-636c-42f7-907d-64f89fb29024,43,35088,166,32147,true
233f70a3-bb0a-445b-acf5-2d62be8422db,43,35088,167,26518,false
bfddc2ce-32d6-41b9-959e-2c5123f5178e,42,35017,173,19351,false
72b3751b-1f3f-49cc-b610-30020cd11615,42,35017,174,21677,true
bca8887a-685a-41f9-bed3-762304b6aa78,42,35017,175,1394,false
d8646065-99c0-4262-a7f4-a42494c65abd,42,35017,176,9549,false
a120e9c5-b106-48e5-8bb0-d65f42610bfa,43,35017,177,1061,false
c80ce902-1664-477f-bf8c-59909d080dd4,43,35017,178,307,false
059d8090-706b-4401-8fe2-834a2a617ca6,43,35017,179,25359,true
900b2848-9903-4c15-9244-266dec5bf299,43,35017,173,16899,false
757fde5e-918f-41cf-866d-58ee27dc1bd1,43,35017,175,2233,false
19e31b78-6bea-4bce-af6a-4a3f039479f6,43,35017,176,8229,false
568173e1-5eb7-4272-8427-678800beab76,42,35018,180,20506,false
d938b051-d84c-41d3-8f38-2554d2dd5895,42,35018,181,21947,true
788ccde9-c976-4844-b457-436481652ff1,42,35018,182,261,false
09993d35-17fc-4ad8-ae8c-c8f7019d4bea,42,35018,183,107,false
1a58143f-8518-42ce-9c99-2bcdad3710c1,42,35018,184,5233,false
c8642b53-1d5b-4781-8e81-87382abf689a,42,35018,185,1530,false
38c1165e-86e0-45f2-a77b-138703cf8268,43,35018,186,4921,false
d24929e7-8c0c-4aea-8774-6fb9cd5d9f3d,43,35018,180,21812,false
84019df7-12da-47f0-87d3-98a49e87eb7b,43,35018,187,496,false
f8e19ba7-5ca7-493f-ab4d-de50b42289fd,43,35018,188,2397,false
619db6fd-d819-43c4-bf71-7495c6582330,43,35018,181,23251,true
22d8f9b6-88b3-4d4b-8e80-041e2c6bfb7c,43,35018,183,79,false
4f5e81c5-a980-4714-8008-1a8a201a1bdb,43,35018,189,138,false
1fe924f7-8b7b-46d2-9c30-8c77c3796763,43,35018,190,86,false
8d7f9077-c877-405a-a8eb-98f696f96dea,42,35019,191,4307,false
f1988c43-8002-4a3f-afc8-7454a299db1c,42,35019,192,12155,false
28437ac0-32d6-4715-812a-a7502a51e693,42,35019,193,24048,true
83859550-b3ad-4787-9659-5105cebf41ba,42,35019,194,1078,false
656e0376-c5ab-418d-bf6f-1d7754f0d227,43,35019,195,562,false
db7cee00-dbbf-449c-b20e-595eae547987,43,35019,196,10115,false
a51b6928-9174-4587-8ec2-da1cc7bae8c1,43,35019,193,25295,true
4471fe85-789f-4e33-8818-6f7c01d72cbc,43,35019,197,4647,false
f82580a2-488e-4f53-9e01-b7aaa852c4b6,43,35019,198,1675,false
e578fb97-50ed-4bbd-9347-b3bee6f4311e,42,35020,199,1018,false
f780f29b-5e0f-4dd4-8a58-556d494ed79a,42,35020,200,17279,false
443a6c4f-eba0-4670-8831-12156bb07f1f,42,35020,201,3896,false
2b2d173f-fbb7-4d16-bd3a-4c13b44774ad,42,35020,202,23494,true
971398f2-0044-40e9-b2ef-4ccfb0803843,43,35020,203,23495,true
60c5b659-f61d-48ff-bc47-4a41442c765c,43,35020,204,16506,false
dab04126-d278-4b35-9679-710878bc193a,43,35020,205,1803,false
a9520824-ec46-4fae-8c04-2c5de3ee7860,43,35020,206,4285,false
b6023175-350e-4b44-8423-b1032df85d78,43,35020,207,482,false
dc975f60-da50-42f2-a4f6-94244a090dc3,42,35021,208,19206,false
07e892b6-9ba1-4db5-b95c-30c8e77a000a,42,35021,209,75,false
f40dcfb2-45be-4828-9478-e0c34e492e68,42,35021,210,84,false
1118502c-d995-4b2a-8a16-a99baf093219,42,35021,211,848,false
d2c2d70f-baf9-45ee-a245-5d0e603041bd,42,35021,212,325,false
2175eff1-318d-4d90-bc0c-e9fb9e0b8fdb,42,35021,213,27472,true
1eccaf1d-b24e-4d82-94b7-f1e9c001b1f3,42,35021,214,3076,false
fc3accbc-5d7c-4104-a8b5-dbf31f2c36ac,43,35021,215,2257,false
95d4fba4-48d1-4f0d-a2ec-4afd6eebbc96,43,35021,212,277,false
6ed88831-5187-47ef-874e-2962b3ad026d,43,35021,216,3804,false
3fd0258c-3a24-4d3c-8115-2b17351cb555,43,35021,213,29148,true
2c3cee1e-1129-4488-b6c0-fc00ef9be912,43,35021,217,444,false
65bb691c-5b24-4143-be31-dcf8ce79f699,43,35021,218,16304,false
332e3ce3-ae63-4668-b90e-de4f9ad34ef0,43,35108,1069,6613,false
a3d0e719-b755-434a-8798-4fdf44c4250e,42,35022,219,23643,false
bad6de75-ff04-40aa-bbba-cb6bc9b4409c,42,35022,220,27977,true
b76239b6-6de6-47b1-9b8e-1bbc9de64177,42,35022,221,4433,false
ba8c7769-9496-4686-b7e0-ce1c91cca306,42,35022,222,4398,false
8bff3d2c-76f0-41c2-84f0-4268208aacf1,43,35022,223,7981,false
120107e0-2aee-4035-9937-d01cffd7011e,43,35022,224,319,false
1fbe3340-d133-48bc-a997-75c6bf5e217f,43,35022,225,22645,false
84058b60-6151-483d-839d-5a95c1e0d2c2,43,35022,226,1516,false
7d49b6f3-0160-4e25-bcee-74136a2f5535,43,35022,227,28852,true
6c54d209-3c0a-4578-be6a-f50ab7d015b6,43,35022,228,7303,false
142e431d-1a29-40dc-8313-45a760771eac,42,35023,229,1616,false
48434dbf-5635-4240-9d9d-4b5b4c817fbb,42,35023,230,364,false
93e8b4b5-f72d-48a1-b083-b8c7c27a4e30,42,35023,231,28967,true
f1ab8314-1138-46b7-921a-7da3c426332c,42,35023,232,10289,false
c403e686-4c68-41ff-b369-a1adbd13baad,42,35023,233,22949,false
693474be-8e15-4752-b8a4-d1c77b7bd275,43,35023,234,23547,false
64ea335a-c0c6-4475-ae00-3ebeee817ae4,43,35023,231,30752,true
23d4d0ba-ee67-4a2b-a3bf-ac94e47825a5,43,35023,235,3950,false
6beaea25-c43c-4cde-93ff-b683ec3b05dc,43,35023,236,1442,false
4fabc5a3-a4e9-408b-b5d1-63d021ad661f,43,35023,237,13323,false
30dc1e49-7416-44f2-a662-1611e0e74f4b,42,35024,238,308,false
a98250ef-5a74-4ee5-92ff-68f01d88c12b,42,35024,239,799,false
c22a6dfb-a996-4962-ab92-92fb2f4ed602,42,35024,240,27278,true
440a2a11-8967-402e-a43a-ceedf2641b28,42,35024,241,23788,false
d9702cfd-c9b0-4d36-8885-cd52bac2c248,42,35024,242,114,false
da19bdca-264d-4f3a-a8d1-feb799147681,42,35024,243,3505,false
55ae0d58-9376-4949-ad9c-2043ed8c8b24,43,35024,244,18549,false
2ee732c4-e46a-4c7c-b79f-401a1e5fde2a,43,35024,245,2278,false
d35a98df-c474-4772-aaa4-9e7447f5a8e2,43,35024,240,29850,true
ea8de7e7-b079-4425-80cc-36d8b5bd27bd,43,35024,246,4741,false
1101127a-7600-42a5-b75b-fb1792397a8d,43,35024,247,586,false
6ba7f469-c248-4428-9219-c09e80e0b635,42,35025,248,17642,false
a834698e-d966-4998-b1c6-13a05f2fc8a7,42,35025,249,185,false
24645ff6-99c0-43fb-955f-c2969002ef62,42,35025,250,529,false
28927543-86a2-4684-a987-3d79d7f9b22f,42,35025,251,1783,false
f614c940-17d2-4e9a-b804-5fb7ad13719a,42,35025,252,8771,false
0b906d61-52ca-494c-ba67-3b3762578c8c,42,35025,253,28023,true
39f70617-7122-4da0-b4d8-aeb2af1c450a,43,35025,254,14324,false
e110c23f-1b8b-4248-bf98-f2e43c9d890d,43,35025,255,11019,false
e6c3e62f-8cbf-4886-8f38-e973d7a4d051,43,35025,256,956,false
d7b84b82-8edc-47ae-b1e8-a7d291990872,43,35025,257,3562,false
fc78ca2c-da65-4832-91d8-797f88ec5b6f,43,35025,258,618,false
6dddf1d3-b9ef-46c1-90b6-ce74543c5017,43,35025,259,249,false
ee5eda66-429b-4564-aea9-011a6ed214ea,43,35025,253,31026,true
b155ad27-0bd7-4ffa-9be2-c681258117c9,42,35026,260,1141,false
fddc109a-dd28-4f1c-9858-634c6992bc67,42,35026,261,12639,false
24834b04-3842-4233-953d-cdd48315d44d,42,35026,262,25072,true
108585f3-6f7d-4081-b596-6d71891f095a,42,35026,263,77,false
9eebf6a0-7e83-4109-8720-91dc3d4189a5,42,35026,264,21602,false
27fdadd9-1cf0-47fb-a806-384ec7f8dddd,43,35026,260,2173,false
229e69cf-2610-4c95-b7ca-b19454b028cc,43,35026,265,1251,false
9d8feae4-037b-4dfe-bf58-c45573e6cd45,43,35026,261,12987,false
efb1a26f-6ba8-41e0-a597-0aa84c3f109c,43,35026,266,28274,true
aa1003e3-d5eb-4a69-8027-07294a943b77,43,35026,262,23603,false
ebb264c0-1763-4620-b402-71329175b715,42,35027,267,4886,false
97dc2746-c761-46a3-90ec-8fb1a57b8a09,42,35027,268,23070,false
7c544c83-23ba-4665-b838-b30e88241ff9,42,35027,269,856,false
0f985866-f463-44b2-baef-bc821daa467f,42,35027,270,378,false
281d0359-4ebc-4c88-87e2-9f9801bae789,42,35027,271,32612,true
633599ea-dc10-4272-bcaf-7974aa0c955f,43,35027,272,32800,true
d28f49fe-71b9-4bca-a953-19eec2a966fc,43,35027,268,21804,false
d5b2f0ed-b822-4b9a-aac8-4152e8bee10d,43,35027,273,2775,false
5dbfd7b5-aafd-4885-ba5e-5b82611d7d6b,43,35027,274,664,false
92a3d09b-1586-4c2d-b7ad-f52901382c3d,43,35027,275,4881,false
9c21e769-0ef9-4fee-9dbf-a28da67102b4,43,35027,276,295,false
f08a8c62-993a-4239-b0c7-6b5773ebaf9f,42,35029,277,524,false
a7ce1414-4006-4b17-8e23-c1def77e304a,42,35029,278,9673,false
f568e185-521d-4d51-934f-b99ef4af8b9c,42,35029,279,232,false
c8bb38e9-f36f-47dd-bf24-880589bd60da,42,35029,280,26251,true
cbb14319-adaf-4a11-8575-08fa828f0252,42,35029,281,5220,false
c1a67959-bfad-4b34-b07e-b21f75d4f2f4,42,35029,282,1164,false
273bffe7-6422-4f4f-b794-2f460d1dda93,43,35029,280,26388,true
857af3ca-ead6-4644-b830-2ff6c8d93080,43,35029,283,4654,false
4e67c268-c5e4-4fc6-afe1-825237302647,43,35029,284,1196,false
3aa215b0-74b3-4fca-979a-82e6770129f0,43,35029,285,1080,false
2acd0ade-69f6-4bc9-85a8-a5407e753687,43,35029,286,9524,false
dec93b39-6f48-4332-b5a7-2f168fef44b0,43,35029,287,104,false
4ac9d190-f931-482c-9f92-367a2c987e6f,42,35028,288,34638,true
5c680019-3eef-4524-b190-027746152d37,42,35028,289,168,false
c00d6665-1ca7-4d28-a73e-2ab806843248,42,35028,290,1507,false
690d4e52-959f-44ea-9cc7-21e7c5507847,42,35028,291,7030,false
fa429d70-dbe7-40d9-aa19-d3a8145bbdd3,42,35028,292,20932,false
e20b3a74-c2b8-4be2-8955-cdf630d39118,42,35028,293,233,false
e54d8346-20fc-4cdf-b515-9d931e6f3722,43,35028,294,4141,false
51c082d2-7ddd-41f1-8c07-50c60b578c7d,43,35028,295,8277,false
4cc70586-161e-45d7-8aae-0df6d15fd94e,43,35028,288,36061,true
94fd02b9-c41d-4630-b538-6bc13acf9803,43,35028,289,163,false
d3d02897-66f5-4ed3-b82e-afedab22f2af,43,35028,296,19952,false
6a621f54-ab22-4f5c-88a2-be5c3926efe8,43,35028,297,921,false
ed159687-d3c9-4473-93c7-b756d5efac1d,42,35030,298,7779,false
0e310703-9fd4-407d-ac54-b826ce23a4de,42,35030,299,21728,false
0a2109fb-6b4c-427e-a76a-f3c980ddfa39,42,35030,300,24137,true
9af04232-c027-4844-abcd-dd4ca37b4436,42,35030,301,1866,false
643a282e-2f22-46cd-8799-ccada4e4419e,43,35030,302,10322,false
939bad06-84eb-43e6-b35d-188089c70326,43,35030,303,3833,false
f2ccd3c0-e1c1-4c30-9e2e-422d583ec02e,43,35030,299,22875,false
9f8d150c-ba65-45aa-9d87-cbdd3e160ff5,43,35030,300,24527,true
6cffa305-bc06-4664-8090-0c2dfd1cad26,43,35030,304,982,false
efd44a3c-c578-4f44-9f33-87b470eafb6d,42,35031,171,377,false
229fe939-1f18-4435-a727-4af9e15a0eca,42,35031,172,34189,true
a28298e8-d1d8-49f0-9b1c-2d85568526c4,42,35031,305,5087,false
